DataFile,method,metric,acceleration
../../DistanceBenchmarking/Real/FibroCardATACSeq/counts.mtx,GPU,kendall,0.009993154
../../DistanceBenchmarking/Real/FibroCardATACSeq/counts.mtx,GPU,kendall,1
../../DistanceBenchmarking/Real/HLCA/lung.csv,amap,euclidean,0.916948649
../../DistanceBenchmarking/Real/HLCA/lung.csv,GPU,euclidean,1
DistanceBenchmarking/Real/HLCA/lung.csv,pandas,euclidean,135.3292024
../../DistanceBenchmarking/Real/HLCA/lung.csv,amap,kendall,0.541621264
../../DistanceBenchmarking/Real/HLCA/lung.csv,GPU,kendall,1
../../DistanceBenchmarking/Real/HLCA/Marrow.csv,amap,kendall,1.040668622
../../DistanceBenchmarking/Real/HLCA/Marrow.csv,GPU,kendall,1
../../DistanceBenchmarking/Real/HLCA/aorta.csv,amap,kendall,0.460481765
../../DistanceBenchmarking/Real/HLCA/aorta.csv,GPU,kendall,1
../../DistanceBenchmarking/Real/HLCA/Marrow.csv,amap,euclidean,0.61343339
../../DistanceBenchmarking/Real/HLCA/Marrow.csv,GPU,euclidean,1
DistanceBenchmarking/Real/HLCA/Marrow.csv,pandas,euclidean,128.5690404
../../DistanceBenchmarking/Real/PBMC/B_T_count_matrix.csv,amap,kendall,0.521214459
../../DistanceBenchmarking/Real/PBMC/B_T_count_matrix.csv,GPU,kendall,1
DistanceBenchmarking/Real/PBMC/B_T_count_matrix.csv,pythonic,kendall,4.13E+01
../../DistanceBenchmarking/Real/PBMC/B_T_count_matrix.csv,amap,euclidean,0.55551388
../../DistanceBenchmarking/Real/PBMC/B_T_count_matrix.csv,GPU,euclidean,1
DistanceBenchmarking/Real/PBMC/B_T_count_matrix.csv,pythonic,euclidean,4.16E+01
DistanceBenchmarking/Real/PBMC/B_T_count_matrix.csv,pandas,euclidean,7.83E+01
../../DistanceBenchmarking/Real/PBMC/B_CD8_T_count_matrix.csv,amap,kendall,0.680084492
../../DistanceBenchmarking/Real/PBMC/B_CD8_T_count_matrix.csv,GPU,kendall,1
DistanceBenchmarking/Real/PBMC/B_CD8_T_count_matrix.csv,pythonic,kendall,4.70E+01
../../DistanceBenchmarking/Real/PBMC/B_CD8_T_count_matrix.csv,amap,euclidean,0.615027676
../../DistanceBenchmarking/Real/PBMC/B_CD8_T_count_matrix.csv,GPU,euclidean,1
DistanceBenchmarking/Real/PBMC/B_CD8_T_count_matrix.csv,pythonic,euclidean,3.77E+01
DistanceBenchmarking/Real/PBMC/B_CD8_T_count_matrix.csv,pandas,euclidean,6.62E+01
DistanceBenchmarking/Real/PBMC1/B_CD8_T_count_matrix.csv,pythonic,pearson,4.27E+01
DistanceBenchmarking/Real/PBMC1/B_CD8_T_count_matrix.csv,pandas,pearson,7.12E+01
DistanceBenchmarking/Real/PBMC1/B_CD8_T_count_matrix.csv,pythonic,pearson,4.87E+01
DistanceBenchmarking/Real/PBMC1/B_CD8_T_count_matrix.csv,pandas,pearson,8.12E+01
